24,22,22,12,20,31,23,20,21
25,30,25,23,22,30,28,23,29
25,23,23,18,22,25,24,18,23
25,24,27,18,22,28,24,14,32
24,20,26,17,20,24,17,15,31
27,19,25,19,23,23,47,16,20
24,29,22,35,23,24,1,18,26
21,32,24,36,20,12,12,23,35
18,24,26,23,26,41,12,23,23
11,27,22,32,39,47,2,25,26
1,23,26,36,23,35,24,24,24
23,26,24,24,33,24,24,22,28
9,34,24,36,31,24,12,24,24
11,12,26,35,31,57,32,18,23
2,36,24,20,33,52,35,6,5
23,35,25,35,23,24,18,23,4
1,32,23,24,31,35,31,12,14
23,24,23,58,29,35,64,10,94
12,56,23,88,46,24,6,41,23
2,29,24,30,35,64,47,14,17
18,29,24,3,29,52,66,14,10
2,40,24,3,12,76,38,12,70
1,41,24,2,70,70,29,12,70
35,52,26,29,29,50,38,28,9
12,68,24,47,47,70,48,47,28
23,29,23,70,62,62,41,8,12
5,24,26,29,37,58,50,35,6
3,20,27,4,24,92,38,12,5
5,29,23,2,29,80,72,14,53
18,31,23,1,24,60,34,12,9
1,12,22,12,94,68,46,12,33
47,40,24,25,52,64,30,24,5
2,20,28,29,20,75,33,23,6
12,35,23,24,47,54,56,52,6
2,47,26,18,47,56,50,32,9
12,23,47,12,20,35,43,12,14
9,24,27,52,16,47,13,12,6
23,52,25,3,28,47,70,12,47
4,33,27,28,30,35,18,15,23
9,24,26,35,23,35,48,14,6
16,41,28,52,24,64,2,15,47
16,29,24,58,47,29,24,18,3
12,18,26,58,32,75,45,12,12
1,47,24,23,24,82,27,23,41
1,12,25,29,46,44,24,17,47
11,46,23,47,24,72,4,12,20
23,16,23,22,29,92,22,18,35
5,18,24,24,39,52,35,6,6
2,35,24,35,20,76,24,15,58
1,31,23,7,29,62,35,41,94
39,12,25,8,58,70,70,14,5
2,24,25,35,29,60,22,12,10
12,29,24,18,40,50,48,13,5
10,43,26,10,70,56,51,2,5
5,35,23,36,18,64,36,29,14
5,20,27,46,29,43,13,23,2
8,44,23,45,35,54,24,20,9
23,35,23,8,39,54,52,4,23
7,16,23,20,24,50,33,18,13
23,24,27,29,24,47,58,8,3
10,18,24,2,58,62,29,14,39
23,35,23,12,24,52,50,1,7
18,43,25,24,24,29,24,14,2
12,18,24,24,29,66,41,14,9
9,20,23,20,35,35,20,6,35
23,35,23,24,12,50,23,3,1
8,28,24,24,35,24,16,8,27
1,31,24,35,23,47,64,12,47
23,47,47,24,70,70,24,8,70
2,22,26,23,12,24,12,2,2
47,21,23,14,24,12,24,4,1
47,47,23,37,22,35,70,23,23
23,18,24,13,22,28,18,13,21
25,18,22,3,20,24,18,2,23
27,18,8,14,20,12,12,6,23
23,35,24,24,24,29,12,14,23
8,18,23,11,47,35,35,12,21
25,12,24,12,23,26,12,13,2
6,12,21,12,21,47,18,14,18
25,18,24,35,23,22,18,12,18
25,18,22,10,21,23,19,14,19
26,18,22,10,22,22,18,14,19
30,18,22,8,20,22,12,14,18
47,18,23,11,21,25,19,14,18
12,12,20,11,20,21,19,15,20
23,23,21,12,19,24,16,18,26
26,12,20,10,23,22,19,16,16
23,12,23,10,20,26,16,17,24
23,19,18,12,21,21,17,13,16
25,19,21,7,20,24,20,14,21
23,18,25,10,20,18,18,18,22
47,21,23,9,19,22,21,16,20
23,19,23,6,19,20,22,19,22
23,20,19,15,22,22,16,19,14
25,23,16,11,18,22,20,20,23
23,21,23,11,22,22,23,1,23
24,22,22,12,20,23,29,20,21
25,30,25,24,23,30,28,22,29
25,23,24,18,22,47,23,18,23
25,24,27,23,22,28,47,14,47
24,20,26,17,20,24,17,15,31
27,19,25,19,23,12,19,16,4
24,29,22,35,23,24,21,23,26
23,32,24,36,20,12,35,18,1
18,24,26,29,26,12,8,23,23
11,27,22,32,39,51,29,25,26
9,29,23,35,37,55,12,24,24
12,26,24,39,33,53,33,22,28
1,34,24,36,31,56,32,24,24
11,31,26,12,31,57,32,18,20
1,12,24,33,33,58,35,12,2
11,36,25,31,32,53,70,23,17
8,35,23,35,23,12,31,16,23
12,24,24,26,29,53,12,12,23
12,31,23,35,31,58,24,18,70
23,58,24,52,24,35,18,24,23
70,20,24,24,29,58,46,12,47
9,58,24,35,35,54,24,33,23
17,18,24,35,46,94,28,12,15
31,45,23,52,35,64,8,1,8
12,35,24,24,12,24,23,14,70
35,16,25,6,70,48,26,28,3
2,35,26,40,35,64,58,12,3
23,40,27,6,37,50,47,13,70
1,24,23,18,24,56,14,8,70
23,12,28,24,58,75,27,1,14
8,24,23,12,47,52,42,13,29
11,24,12,29,35,98,32,12,70
1,24,28,35,35,74,52,35,7
23,35,25,30,24,47,28,7,6
7,41,26,7,46,52,48,2,35
8,12,24,12,18,20,35,8,47
18,32,27,31,29,35,43,14,25
9,30,25,27,29,52,12,15,70
1,33,27,28,30,55,35,15,24
23,27,23,4,47,70,62,14,14
3,24,28,24,35,76,48,15,26
13,24,24,3,24,29,52,12,23
12,12,26,12,29,29,35,14,22
10,33,24,12,24,35,24,14,9
1,47,23,24,35,64,64,47,23
23,16,24,58,24,52,43,47,23
1,78,26,32,58,22,47,35,9
11,12,24,24,24,52,29,12,16
23,12,23,12,24,28,31,15,47
23,24,26,12,29,62,44,4,5
16,24,25,24,70,64,54,12,5
13,41,25,6,18,72,52,12,31
4,62,24,26,20,54,41,23,3
23,23,23,28,24,26,40,10,47
23,33,23,13,23,50,42,12,4
23,14,1,47,16,28,20,6,23
6,24,26,26,24,56,42,13,20
12,35,26,29,12,29,41,35,14
1,24,23,24,35,35,43,9,47
23,33,27,24,28,52,6,8,8
23,35,24,27,47,35,2,24,23
8,24,23,35,35,26,47,12,18
16,29,23,24,12,29,27,14,21
1,41,24,24,18,29,35,12,47
23,27,23,26,35,64,58,12,6
1,23,24,35,24,58,48,41,58
8,24,24,24,12,12,23,14,27
39,47,24,35,5,35,24,18,24
14,24,25,18,24,24,24,2,27
12,22,12,15,24,24,18,23,2
18,21,23,23,24,24,24,1,23
23,23,23,13,22,29,12,13,23
15,46,24,13,12,28,12,13,21
23,18,23,24,12,25,18,2,22
27,24,22,26,35,12,12,35,23
27,12,24,12,24,29,23,14,23
27,18,26,11,12,23,24,12,21
25,18,24,10,23,26,18,12,21
13,18,21,12,21,24,18,14,18
23,18,24,13,20,22,12,12,18
47,18,22,10,21,26,19,14,2
26,18,22,10,22,22,18,14,19
23,18,22,8,20,22,16,14,18
23,18,23,11,21,25,19,14,18
10,18,20,11,20,21,19,15,20
25,17,21,15,19,24,16,18,26
26,17,20,10,21,22,19,23,16
23,23,23,10,12,26,16,17,24
23,19,18,12,21,21,17,13,16
25,19,21,7,20,23,20,14,21
14,18,25,10,20,18,18,18,22
28,21,23,9,19,22,21,16,20
23,19,23,6,19,20,22,19,22
25,20,19,15,22,22,16,19,14
25,23,16,11,18,22,20,20,23
23,21,23,11,22,22,20,17,23
24,22,22,23,20,31,29,23,21
25,30,25,24,22,82,47,22,23
23,23,24,18,22,25,24,18,23
25,24,27,23,22,28,24,23,32
24,23,26,12,23,24,23,15,31
27,19,25,19,23,12,23,16,20
24,47,22,70,23,24,21,23,26
21,47,24,23,20,70,58,18,47
23,23,12,29,47,47,41,24,31
12,20,22,64,39,35,2,12,2
4,41,23,64,37,64,22,35,47
6,24,24,22,23,28,4,29,23
23,20,24,32,23,35,28,12,12
2,44,26,27,18,56,4,23,55
23,26,24,24,47,62,30,11,5
12,18,12,17,20,54,20,1,8
12,35,23,44,12,52,16,1,5
17,18,24,3,29,85,39,12,39
1,47,23,32,46,50,22,24,3
9,24,24,22,12,62,55,2,9
6,44,24,44,24,41,42,12,16
2,51,24,52,18,57,20,12,15
19,47,24,24,46,62,69,18,6
23,20,12,38,37,56,50,6,10
2,20,24,37,24,69,52,14,6
23,49,25,31,47,57,29,7,14
17,45,26,10,29,88,30,1,15
23,99,47,47,60,56,19,10,10
15,56,23,27,47,58,34,23,9
1,41,23,39,50,48,18,15,10
23,21,22,58,35,68,43,6,7
3,35,24,8,28,58,28,10,23
23,70,23,42,43,72,56,14,18
2,41,25,70,26,63,52,12,11
14,24,23,28,35,55,30,27,53
2,58,23,58,24,60,40,23,8
5,31,27,47,35,64,4,12,23
2,28,25,23,14,29,24,12,23
3,39,27,58,58,54,35,12,5
2,20,26,35,24,78,51,8,5
18,24,28,70,42,64,50,18,47
23,51,24,35,84,74,4,9,14
9,35,26,8,58,72,46,2,27
23,39,23,117,55,58,18,14,58
1,14,23,24,21,98,36,6,51
31,31,24,12,39,52,27,23,9
9,35,47,28,64,62,16,12,6
29,29,24,18,24,76,58,7,22
7,41,24,42,64,62,42,12,8
18,39,26,54,56,62,42,12,14
12,18,25,58,46,48,28,12,10
23,41,25,58,66,56,54,35,5
2,24,23,58,62,52,54,13,5
47,17,23,5,41,52,35,10,9
3,44,25,12,68,55,38,24,10
35,44,23,35,51,53,45,6,8
1,41,26,52,56,61,46,12,14
4,29,26,58,32,50,31,32,7
4,46,24,68,29,61,42,4,13
5,20,27,14,28,66,40,1,23
2,20,23,38,29,62,35,4,16
28,32,23,12,20,70,37,41,4
2,24,23,25,28,39,47,8,2
1,16,24,70,24,41,52,23,4
2,12,25,12,29,82,37,1,58
4,52,23,22,6,58,50,9,4
9,47,23,14,23,58,47,6,7
9,40,24,35,70,48,24,12,4
2,50,25,47,43,35,44,14,23
1,12,26,23,24,29,6,12,25
12,21,23,14,24,35,58,12,47
23,24,22,36,24,58,24,13,35
15,41,24,35,12,35,12,4,21
23,18,22,14,20,25,18,12,22
23,18,22,14,20,24,18,12,23
27,19,24,12,24,12,12,14,23
27,12,26,11,12,23,18,8,21
25,18,24,2,18,24,18,6,21
13,18,21,12,21,24,18,14,23
25,18,24,13,20,22,18,15,18
25,18,22,10,21,12,12,14,19
26,18,22,10,22,22,18,14,19
30,18,22,8,20,22,16,14,18
23,18,23,11,21,24,24,14,18
10,18,20,11,20,21,19,15,20
25,17,21,23,19,24,16,23,26
26,17,20,10,21,22,19,16,16
25,19,23,10,20,26,16,17,24
23,19,18,12,21,21,17,13,16
25,19,21,7,20,24,20,14,21
14,18,25,10,20,18,18,18,22
28,21,23,9,19,22,21,16,20
25,19,23,6,19,20,22,19,22
25,20,19,15,22,22,16,19,14
23,23,16,11,18,22,20,20,23
23,21,23,11,22,22,20,17,23
24,22,22,12,20,24,35,20,3
25,30,25,24,22,35,24,5,70
25,23,24,18,12,25,24,18,23
25,24,27,18,22,35,8,12,70
24,20,26,12,20,24,12,12,31
23,18,25,46,23,21,19,16,20
23,47,22,24,23,24,12,18,26
21,35,24,24,20,58,18,18,70
18,24,26,12,26,12,3,18,4
47,12,22,41,23,35,18,39,23
2,35,23,76,70,44,4,22,2
14,24,24,7,35,82,15,29,58
12,47,24,47,24,76,27,23,35
35,46,26,35,35,70,16,12,47
2,20,24,34,29,56,56,16,10
10,62,25,29,24,56,8,11,7
4,41,23,47,29,70,62,12,7
2,29,23,14,35,54,21,18,8
23,18,23,14,12,45,62,16,4
1,35,24,34,27,60,68,12,5
7,56,24,4,24,56,51,2,47
6,26,24,10,42,62,28,12,9
23,38,24,10,29,56,58,18,8
5,62,16,25,58,60,22,23,10
1,24,47,50,24,81,56,12,7
2,54,25,26,46,48,57,12,21
94,58,26,46,51,68,34,4,12
14,24,27,24,29,60,50,12,38
8,39,23,7,64,53,48,12,7
6,24,28,28,24,52,16,12,11
17,18,23,54,58,62,27,13,10
9,51,24,38,52,60,55,4,6
3,24,47,3,28,62,60,14,8
9,51,25,44,35,66,36,13,30
7,24,47,47,35,56,82,15,5
4,58,23,58,24,88,49,15,7
12,56,23,31,26,66,58,2,6
2,44,25,70,12,24,50,12,70
1,35,27,23,39,56,44,14,5
2,43,26,36,35,70,74,12,28
3,12,28,24,47,28,28,8,17
35,35,47,4,29,53,8,23,19
1,20,16,6,29,64,32,12,35
10,47,24,24,64,70,21,12,8
4,24,47,29,20,62,26,24,6
1,29,23,35,41,62,64,4,47
2,64,23,58,66,54,28,3,5
12,18,23,2,70,67,27,14,16
2,12,24,31,31,66,62,18,18
2,24,26,39,29,67,43,2,40
1,47,25,50,26,66,6,47,29
20,12,25,24,31,48,70,23,28
2,21,23,4,28,84,41,18,11
2,27,26,16,24,56,12,5,16
35,35,25,3,28,30,26,70,19
1,18,27,1,18,70,28,20,8
1,20,23,26,24,53,28,4,2
20,35,26,58,34,64,20,6,58
1,24,16,35,24,29,49,12,47
15,24,27,24,31,54,12,14,18
2,47,24,12,39,76,82,12,29
23,23,23,25,35,35,12,14,2
1,47,25,12,18,62,47,35,35
20,35,24,35,24,31,24,14,58
4,12,25,26,46,58,20,35,12
16,35,24,24,20,29,35,23,23
47,18,24,14,12,47,20,1,27
23,35,24,12,4,35,6,12,3
16,12,23,22,12,24,58,13,27
1,24,26,12,24,35,12,12,25
70,24,25,24,35,24,25,18,27
16,29,23,24,24,24,2,47,23
15,18,24,13,22,24,18,13,23
25,24,22,35,35,24,23,12,22
27,18,22,14,20,24,1,12,23
27,19,24,12,23,24,12,12,23
23,18,26,11,21,23,18,14,21
47,24,24,24,21,35,20,13,23
13,18,21,12,12,12,18,14,18
25,12,24,13,12,22,18,15,18
25,18,22,10,21,26,19,14,19
26,18,22,10,22,22,18,12,19
30,18,22,8,20,22,16,14,18
23,18,23,11,21,25,19,14,18
10,18,20,11,20,21,19,15,20
23,17,21,15,19,24,16,18,26
23,12,20,10,23,22,19,12,16
25,19,23,10,20,26,16,17,24
23,19,18,12,21,21,17,13,16
25,19,21,7,20,24,20,14,21
14,18,25,10,20,23,18,18,22
23,21,23,9,19,22,21,16,20
25,19,23,23,19,20,22,19,22
23,12,19,15,22,22,16,19,14
25,23,16,11,23,12,20,20,23
23,21,23,11,22,22,20,17,23
24,22,22,12,23,31,23,20,23
25,30,25,12,22,24,12,22,29
23,23,24,18,22,25,24,18,23
25,24,27,18,22,28,24,12,32
24,20,26,17,20,24,17,15,31
27,23,25,19,23,21,19,16,20
24,29,22,12,23,24,23,18,26
21,32,24,36,20,29,23,12,35
18,24,26,29,26,41,4,23,31
11,12,22,35,39,12,29,6,26
9,29,23,36,37,55,28,24,24
12,26,24,39,33,53,33,22,23
1,34,24,36,31,12,47,24,24
23,31,26,29,31,57,32,18,20
8,36,24,33,33,12,23,20,14
11,36,25,31,23,24,23,14,17
8,23,23,23,12,50,12,15,17
12,31,24,4,29,24,24,12,18
11,23,23,12,31,53,1,23,18
12,33,24,12,12,52,6,8,17
16,30,24,27,29,24,18,12,2
12,31,24,31,35,24,18,14,23
17,24,24,35,24,58,24,12,15
10,32,26,30,32,35,47,13,17
8,12,24,12,24,39,58,14,47
23,24,25,25,23,58,30,24,23
23,41,26,20,23,35,52,23,4
2,31,27,12,34,35,47,12,18
8,18,25,35,31,24,20,20,19
23,35,23,27,24,18,16,8,3
16,24,23,28,58,64,47,4,18
11,12,24,22,24,35,24,17,20
2,35,28,27,35,29,35,23,7
10,31,25,24,49,62,27,29,117
2,24,26,24,32,29,29,23,20
8,38,24,36,14,29,29,9,47
6,18,27,2,12,88,52,16,70
9,30,25,5,28,70,58,12,24
1,33,27,24,24,35,35,12,24
9,30,26,28,30,56,12,23,23
1,12,28,24,23,12,12,15,26
13,12,24,27,28,53,33,15,1
12,32,26,27,29,24,34,14,22
10,24,24,24,30,35,24,14,25
1,30,25,29,24,24,12,17,23
12,18,24,1,24,58,47,14,3
6,31,26,29,47,58,47,14,47
11,12,23,30,24,26,58,14,47
3,12,24,47,29,58,16,23,22
11,12,26,1,27,44,15,12,16
31,24,25,24,20,62,16,4,94
16,12,23,24,24,20,31,13,35
12,35,24,46,16,58,47,12,19
11,24,47,1,47,44,56,18,47
5,33,25,12,12,58,38,14,12
47,33,23,27,35,47,35,13,17
9,31,26,12,12,20,35,13,12
12,24,26,24,34,29,58,12,19
12,24,24,12,35,105,35,15,23
23,24,27,29,12,18,18,14,18
10,12,24,12,31,64,58,2,70
8,24,23,25,31,35,6,35,18
70,12,25,46,24,24,24,41,23
23,30,24,25,24,70,51,12,23
9,24,23,12,12,46,12,12,23
2,27,24,12,28,24,20,14,47
8,28,24,12,24,58,12,14,27
1,35,23,12,23,29,70,12,1
23,28,25,22,35,35,27,13,27
1,22,23,15,4,18,39,10,3
18,23,25,12,24,12,25,12,23
23,18,23,24,12,24,23,14,23
15,18,24,13,24,24,18,13,21
25,18,22,14,20,25,18,12,22
27,24,22,47,12,12,18,12,23
27,19,24,12,24,24,23,14,23
27,18,26,23,21,23,18,14,21
23,18,24,10,21,26,18,13,21
13,18,21,12,35,24,18,14,18
25,18,24,13,20,22,18,15,18
12,18,22,10,21,26,19,14,19
23,18,22,10,12,47,23,14,23
30,18,22,8,20,22,16,14,18
23,28,23,23,30,12,19,14,18
10,18,20,11,20,23,19,15,1
25,17,21,15,19,24,16,18,26
26,17,20,10,21,22,19,16,16
25,19,23,10,20,26,16,17,24
23,19,18,12,21,21,17,13,16
25,19,21,7,20,24,20,14,21
23,18,25,10,20,18,18,18,22
23,21,23,9,19,22,21,16,20
25,19,23,6,19,20,22,19,22
25,20,19,15,22,22,16,19,14
23,23,16,11,18,22,20,20,23
23,21,23,11,22,22,20,17,23
24,22,22,12,20,31,12,20,23
25,30,25,23,22,30,12,35,29
25,23,24,18,22,24,35,18,12
25,23,27,18,22,28,24,14,32
24,20,26,23,20,12,35,12,31
27,47,25,2,23,21,19,16,20
24,47,22,51,23,23,24,35,47
21,23,24,12,20,29,26,18,35
12,24,26,18,23,70,43,29,35
2,35,22,35,39,62,37,23,23
33,35,26,28,12,31,16,12,4
18,16,24,41,47,58,8,21,23
70,56,23,31,24,37,18,12,4
1,20,26,40,31,68,45,12,23
5,35,47,56,33,76,32,27,5
8,56,12,58,47,57,55,14,9
12,35,23,26,29,66,54,12,43
23,39,24,29,47,70,42,12,4
4,24,23,18,18,59,40,12,47
8,20,24,35,31,46,24,8,14
2,46,24,27,24,59,46,1,6
29,39,23,2,28,54,55,12,5
16,47,24,82,24,29,22,23,18
4,82,23,26,35,48,4,13,12
3,34,23,15,20,64,52,21,5
16,30,23,50,30,50,34,16,4
20,45,26,58,58,56,8,14,39
47,24,27,12,31,60,53,35,6
4,62,25,19,31,60,33,14,4
1,18,28,24,52,62,27,2,13
4,45,22,6,35,60,52,12,4
23,26,24,48,28,70,38,24,31
3,52,28,44,47,43,47,6,3
7,38,23,26,24,90,24,24,13
2,24,26,94,42,57,48,23,21
17,47,23,26,29,52,38,23,29
18,82,23,11,54,60,16,9,5
17,16,25,24,16,54,43,3,4
3,70,23,2,52,56,44,35,8
19,28,23,4,24,41,56,4,13
4,41,23,38,18,49,26,38,10
35,29,24,47,24,82,18,20,14
42,27,35,8,35,51,49,12,2
19,44,23,66,47,50,27,14,94
23,29,25,27,31,64,47,2,30
16,35,23,2,47,76,35,6,29
15,39,26,43,28,62,82,12,3
23,24,24,40,24,52,47,35,18
10,24,24,4,31,68,28,12,7
2,44,26,43,18,52,56,6,12
8,47,23,35,43,41,27,6,10
23,31,47,18,35,64,26,8,8
6,56,24,62,30,47,49,39,5
3,36,23,6,47,52,20,13,3
18,35,23,26,28,62,45,14,5
15,16,27,11,44,62,24,4,5
1,39,23,56,31,46,47,35,6
23,31,26,41,52,68,44,2,20
2,46,24,37,35,67,34,35,47
16,58,27,24,50,62,42,2,18
4,24,23,27,16,68,31,14,10
3,18,23,35,31,47,29,12,6
27,29,25,24,30,51,94,14,21
9,23,24,12,35,70,47,23,23
1,47,25,35,12,47,24,23,23
7,41,23,13,20,37,45,23,2
10,35,47,24,35,47,12,14,9
20,47,24,1,24,35,43,12,1
3,43,25,70,12,70,24,8,70
2,22,26,12,12,35,24,16,25
18,24,25,1,24,18,35,12,27
16,18,22,13,22,24,12,12,23
15,12,23,12,12,28,18,13,23
25,18,22,12,20,25,12,1,22
27,18,22,14,12,24,18,12,23
27,19,24,12,24,23,23,14,23
27,18,26,11,21,23,12,14,21
25,18,24,10,21,26,18,13,21
13,18,21,3,23,12,18,14,18
25,18,24,13,20,22,18,15,18
25,18,22,10,21,26,19,14,19
26,18,22,10,22,22,18,14,19
30,18,22,8,20,22,16,14,18
23,18,23,11,21,25,35,14,18
10,18,20,11,20,21,19,15,20
25,17,21,15,19,24,16,18,26
26,17,20,23,21,22,19,23,16
25,19,23,10,20,26,16,17,24
23,19,6,12,21,21,17,13,16
25,19,21,7,20,24,23,14,23
14,18,25,10,20,18,18,18,22
28,21,23,9,23,12,21,16,20
25,19,23,6,19,20,22,19,22
25,20,19,15,22,22,16,19,1
25,23,16,11,18,22,20,23,23
23,23,23,23,22,22,20,17,23
23,12,22,12,20,29,29,20,21
25,30,25,24,22,30,47,47,29
25,23,24,12,23,12,24,12,23
25,24,27,18,22,28,23,14,32
24,20,26,17,20,46,12,15,23
27,24,25,24,23,21,19,16,20
24,12,22,35,23,24,24,18,26
21,64,24,94,20,24,24,12,47
18,24,26,23,26,41,24,12,31
4,27,22,35,35,41,26,41,4
4,18,23,56,47,28,6,35,2
12,26,23,39,33,82,43,29,47
29,29,24,35,23,31,2,12,24
3,24,26,64,31,70,52,17,35
1,38,24,58,29,52,30,35,12
18,24,25,34,24,82,44,1,47
3,18,23,15,31,52,26,14,8
19,20,24,29,32,56,26,9,4
8,56,23,56,31,56,21,23,8
11,35,24,35,24,52,23,23,17
20,58,23,52,24,54,38,12,13
2,32,23,20,32,76,26,24,11
3,24,24,14,16,58,52,3,18
1,47,26,21,32,58,2,2,4
51,27,24,35,40,60,30,14,8
70,51,25,24,40,29,43,29,47
4,26,26,14,24,43,8,24,8
23,18,27,47,35,78,32,13,42
23,39,25,58,16,53,20,12,11
1,18,23,66,35,61,27,12,35
1,20,22,18,24,61,33,12,2
12,35,24,35,29,60,52,14,13
4,28,23,30,46,60,41,2,6
1,20,25,44,16,90,42,18,6
2,35,26,4,32,62,39,8,15
20,29,24,24,24,72,45,15,6
3,47,27,24,35,58,8,12,29
3,32,25,58,39,56,26,26,7
1,16,27,47,35,38,24,15,4
9,30,26,12,24,102,54,16,4
1,32,2,22,18,44,24,2,12
9,18,23,12,24,90,5,12,94
28,33,12,58,66,64,10,18,47
1,47,24,70,29,56,18,16,13
70,24,25,46,35,64,17,26,12
4,35,24,24,20,74,4,14,23
3,35,26,1,18,46,30,12,4
2,18,1,24,47,64,60,14,9
19,35,24,35,29,52,6,15,8
2,46,26,16,18,56,24,26,6
2,41,25,52,52,63,28,12,5
6,41,16,41,52,66,22,12,16
2,41,24,24,70,49,6,34,3
1,74,47,56,47,64,14,12,5
1,31,25,3,24,52,18,12,5
19,20,27,22,46,62,29,4,4
8,27,26,6,24,94,12,1,47
2,20,23,27,16,47,80,12,28
1,21,24,14,24,26,23,12,5
23,35,27,47,20,57,41,35,8
1,29,23,25,29,52,46,6,2
1,46,23,4,12,47,18,16,9
1,41,25,23,30,51,12,12,6
23,35,24,22,20,78,16,2,58
1,41,25,35,18,64,44,12,7
33,46,24,18,24,35,6,14,47
2,24,24,24,28,32,24,14,27
1,30,24,35,35,50,6,13,3
23,24,25,27,12,20,10,16,27
19,35,23,12,46,70,20,6,4
1,21,25,14,24,24,24,12,27
16,18,22,12,22,29,12,13,23
16,47,23,35,23,18,29,35,21
25,18,22,14,24,29,12,12,22
27,18,22,14,20,24,18,12,23
18,23,23,12,20,29,23,14,23
27,24,26,6,21,12,18,14,21
23,12,24,10,24,64,29,13,23
1,18,21,12,21,12,12,12,18
25,18,24,13,20,22,18,15,18
25,18,22,10,24,24,19,14,19
26,18,23,12,22,12,12,23,19
30,18,22,8,47,22,16,14,18
