6,55,39,4,8,12,2,60,2,29,23,30,24,3,29,23,31,1,23
2,50,16,11,23,23,22,58,23,40,12,31,24,31,32,54,33,14,17
5,40,26,5,8,17,1,66,16,38,17,12,24,26,12,70,29,12,4
4,49,20,13,8,5,7,56,16,54,10,24,26,23,32,55,36,13,17
3,46,23,17,14,16,7,62,1,40,2,31,24,12,32,55,36,12,19
3,44,20,16,1,23,28,54,23,70,23,30,25,12,30,12,24,23,70
2,41,23,14,10,19,1,59,13,37,1,12,26,12,33,24,58,14,23
2,44,23,6,9,4,3,56,17,68,35,31,47,12,23,58,23,2,18
2,48,32,11,16,6,7,58,1,33,12,31,25,12,31,55,35,14,23
2,42,20,4,14,10,2,51,1,77,13,31,28,4,33,58,16,1,47
13,43,20,9,4,13,7,54,11,48,1,33,23,12,12,12,24,13,3
2,42,6,8,21,14,7,58,2,54,12,33,24,30,12,24,24,14,20
8,42,20,11,2,9,7,50,3,50,1,35,28,28,4,24,70,12,23
4,41,26,9,2,20,5,56,2,58,10,23,25,30,35,35,40,23,20
2,42,24,18,10,19,3,55,2,44,12,24,23,4,18,29,52,2,23
5,36,28,5,16,21,11,56,15,51,70,12,24,28,12,35,24,29,70
2,46,24,8,5,23,5,56,1,50,9,32,27,29,24,18,38,12,25
4,48,28,8,23,20,2,58,10,64,9,30,25,27,12,12,52,23,35
3,44,27,7,5,8,4,63,1,45,12,33,27,28,30,55,24,12,24
4,51,29,14,12,26,8,56,4,50,12,30,26,28,30,56,37,14,23
3,55,25,25,12,1,2,61,31,42,8,32,28,24,30,56,33,15,26
2,46,26,17,7,5,7,65,2,50,13,32,23,27,28,24,12,15,24
2,44,20,7,23,8,2,62,7,47,10,47,26,24,29,53,34,14,22
2,54,23,29,23,18,2,68,33,67,10,33,24,30,30,24,33,14,25
6,44,29,7,12,19,2,57,1,42,3,30,25,2,29,51,24,23,23
3,49,25,6,23,6,7,52,5,67,23,12,24,30,29,52,35,14,23
2,45,28,31,23,1,1,60,17,56,8,31,26,23,23,12,12,1,22
2,50,26,14,1,3,2,54,1,42,11,31,24,30,32,51,34,14,22
3,52,23,11,70,1,7,56,8,44,3,31,24,31,23,70,24,15,70
4,44,25,11,23,12,5,57,1,58,23,31,26,2,35,24,33,2,7
3,44,22,24,4,19,4,60,1,72,7,12,25,29,18,50,8,12,47
4,38,20,10,1,17,4,56,1,43,47,12,25,24,24,29,18,23,20
4,42,21,20,7,23,16,57,1,46,16,29,12,27,12,12,35,23,19
4,38,25,19,16,19,2,54,1,74,11,24,23,28,47,53,35,13,20
4,38,20,18,16,12,4,54,3,49,1,33,25,27,18,20,18,6,19
2,42,24,13,9,14,1,56,14,41,10,33,27,12,24,47,3,23,17
2,41,10,14,4,8,3,53,1,50,1,12,26,23,12,24,24,13,35
3,42,25,13,23,3,2,54,1,48,23,31,26,26,12,35,20,6,1
4,37,23,19,16,20,2,59,1,52,6,31,24,26,24,29,10,12,70
2,40,25,12,13,21,6,54,3,38,10,33,27,29,31,35,40,29,18
2,44,25,21,23,21,2,54,1,118,117,31,24,27,47,18,35,12,19
3,44,21,17,11,2,3,56,3,40,1,47,23,2,31,35,18,12,18
2,42,29,8,12,14,6,52,9,60,10,35,25,18,30,41,16,14,1
2,42,26,9,3,1,3,54,7,52,12,47,23,35,29,35,35,12,24
2,45,23,10,2,8,4,54,4,49,23,12,25,6,23,46,24,12,23
2,48,28,16,23,9,4,52,6,51,12,23,24,35,28,12,12,6,25
3,46,23,15,23,3,2,56,1,54,8,28,24,24,35,47,24,23,23
3,54,23,21,12,11,4,55,5,52,1,18,12,2,31,12,31,12,24
2,44,23,10,15,23,8,57,14,64,23,12,25,22,47,18,12,12,27
5,50,23,10,15,12,5,57,9,61,23,22,26,15,12,37,12,12,5
4,52,23,7,23,16,7,52,7,47,23,21,25,14,24,38,12,12,27
6,48,21,13,12,20,9,61,12,50,16,12,22,12,12,35,24,13,47
5,49,23,16,12,19,31,64,14,66,16,23,24,13,22,28,18,13,21
4,52,23,14,12,24,11,58,18,50,25,18,22,14,12,25,12,12,23
8,54,3,12,23,31,1,70,1,52,27,18,22,14,20,24,18,12,23
8,43,23,31,23,23,33,52,18,74,27,19,24,12,24,29,23,14,23
6,50,20,24,11,23,16,60,17,45,27,12,26,12,21,24,12,14,21
2,34,17,5,8,22,17,64,22,43,25,18,24,10,21,26,18,13,21
8,64,22,36,12,23,22,59,4,47,13,18,21,12,21,24,18,14,18
13,43,7,8,13,23,21,52,22,38,25,18,24,13,20,22,18,15,18
3,47,23,4,13,23,19,41,47,47,25,18,22,10,21,26,19,14,19
12,52,23,15,14,23,20,58,23,37,26,18,22,10,22,22,18,14,19
13,58,23,21,14,23,22,58,22,47,30,18,22,8,20,22,16,14,18
4,29,23,22,14,23,23,70,23,39,23,23,23,23,21,25,19,14,18
6,40,23,13,15,23,16,24,20,33,10,18,20,11,20,21,19,15,20
12,52,23,29,13,23,31,28,16,47,25,17,21,15,19,24,16,18,26
12,46,23,21,47,22,23,54,25,35,26,17,20,10,21,22,19,16,16
2,42,23,25,15,22,26,46,19,33,25,19,23,10,20,26,16,23,24
2,39,19,16,12,23,23,35,23,44,23,19,18,12,21,21,17,13,16
14,64,25,3,14,24,26,28,22,31,25,19,21,7,20,24,20,14,21
11,35,25,15,14,24,29,12,22,33,8,18,25,23,20,18,18,18,22
3,39,24,15,16,24,28,39,26,64,28,21,23,9,19,22,21,16,20
16,36,23,19,14,24,24,58,23,53,25,19,23,6,19,20,22,19,22
20,70,23,14,16,22,24,41,21,31,25,20,19,15,22,22,16,19,14
12,12,47,23,17,24,25,43,20,34,25,23,16,11,18,22,20,20,23
10,20,25,7,15,25,24,47,22,12,23,21,23,11,22,22,20,17,23
2,20,25,40,18,35,23,47,26,24,24,22,22,12,20,31,23,20,21
3,47,23,13,19,23,35,70,25,36,25,30,25,23,22,30,28,23,29
12,46,23,40,20,26,39,54,18,29,25,23,23,18,22,25,24,18,23
10,56,20,20,21,23,35,29,23,47,25,24,27,18,22,28,24,14,32
2,64,12,31,23,23,23,31,35,24,24,20,26,17,20,24,17,15,31
16,41,21,40,16,23,30,54,23,42,27,19,25,19,23,23,47,16,20
14,37,34,29,14,23,39,56,23,29,24,29,22,35,23,24,1,18,26
2,46,16,19,12,22,55,88,13,47,21,32,24,36,20,12,12,23,35
4,37,23,13,12,13,8,44,17,39,18,24,26,23,26,41,12,23,23
4,40,20,5,12,7,2,52,6,47,11,27,22,32,39,47,2,25,26
2,48,28,10,12,23,8,50,7,58,1,23,26,36,23,35,24,24,24
2,44,23,15,11,8,9,58,6,46,23,26,24,24,33,24,24,22,28
2,48,31,14,16,23,23,42,16,32,9,34,24,36,31,24,12,24,24
4,48,20,14,23,1,10,48,5,43,11,12,26,35,31,57,32,18,23
10,46,21,6,11,26,2,34,6,38,2,36,24,20,33,52,35,6,5
3,48,28,12,11,1,4,68,4,58,23,35,25,35,23,24,18,23,4
4,44,26,6,10,14,6,53,2,36,1,32,23,24,31,35,31,12,14
3,44,21,7,2,21,1,51,4,66,23,24,23,58,29,35,64,10,94
2,44,28,7,1,8,5,50,5,47,12,56,23,88,46,24,6,41,23
4,38,21,8,8,4,4,56,2,58,2,29,24,30,35,64,47,14,17
3,38,26,6,2,9,5,50,4,46,18,29,24,3,29,52,66,14,10
6,35,24,7,8,8,6,56,6,59,2,40,24,3,12,76,38,12,70
3,38,24,8,7,6,2,62,1,56,1,41,24,2,70,70,29,12,70
3,38,21,7,2,1,5,54,1,51,35,52,26,29,29,50,38,28,9
2,36,11,8,6,2,6,58,3,48,12,68,24,47,47,70,48,47,28
3,29,21,9,15,6,4,54,2,56,23,29,23,70,62,62,41,8,12
4,30,27,8,1,3,6,54,1,48,5,24,26,29,37,58,50,35,6
2,34,24,8,9,12,3,54,1,56,3,20,27,4,24,92,38,12,5
3,32,21,7,3,8,1,54,5,48,5,29,23,2,29,80,72,14,53
4,32,23,9,1,22,6,64,1,50,18,31,23,1,24,60,34,12,9
4,22,18,8,11,9,7,52,4,48,1,12,22,12,94,68,46,12,33
2,28,19,12,12,2,7,47,4,64,47,40,24,25,52,64,30,24,5
3,39,21,9,1,5,6,58,1,50,2,20,28,29,20,75,33,23,6
3,34,20,9,16,21,3,58,2,62,12,35,23,24,47,54,56,52,6
4,38,23,9,4,21,2,57,2,54,2,47,26,18,47,56,50,32,9
2,36,21,9,8,6,6,57,1,60,12,23,47,12,20,35,43,12,14
5,43,24,6,12,20,7,62,1,53,9,24,27,52,16,47,13,12,6
4,38,24,9,2,22,10,60,1,63,23,52,25,3,28,47,70,12,47
4,46,22,10,16,2,8,57,5,40,4,33,27,28,30,35,18,15,23
2,40,23,6,26,3,12,56,1,62,9,24,26,35,23,35,48,14,6
3,45,25,10,16,9,3,71,1,48,16,41,28,52,24,64,2,15,47
4,48,24,10,3,7,1,63,13,48,16,29,24,58,47,29,24,18,3
4,46,23,10,1,5,2,58,6,58,12,18,26,58,32,75,45,12,12
3,40,24,10,12,10,3,59,5,60,1,47,24,23,24,82,27,23,41
3,36,10,18,13,22,1,58,9,42,1,12,25,29,46,44,24,17,47
4,41,23,8,12,20,4,62,1,64,11,46,23,47,24,72,4,12,20
3,34,21,9,3,7,3,60,5,63,23,16,23,22,29,92,22,18,35
4,36,23,7,3,20,7,53,1,44,5,18,24,24,39,52,35,6,6
4,39,21,7,4,20,3,56,2,48,2,35,24,35,20,76,24,15,58
3,38,19,10,2,11,3,56,20,71,1,31,23,7,29,62,35,41,94
3,26,21,10,3,8,2,60,13,55,39,12,25,8,58,70,70,14,5
4,30,18,8,29,21,2,60,3,44,2,24,25,35,29,60,22,12,10
3,23,22,10,23,2,5,54,1,55,12,29,24,18,40,50,48,13,5
4,21,21,9,1,6,2,55,2,51,10,43,26,10,70,56,51,2,5
4,16,12,9,9,3,2,60,1,60,5,35,23,36,18,64,36,29,14
4,12,18,10,6,4,3,54,1,46,5,20,27,46,29,43,13,23,2
3,24,20,7,2,9,3,54,2,48,8,44,23,45,35,54,24,20,9
3,25,18,8,12,20,4,52,5,58,23,35,23,8,39,54,52,4,23
3,32,21,8,8,6,3,60,1,49,7,16,23,20,24,50,33,18,13
3,33,13,8,23,16,3,55,1,52,23,24,27,29,24,47,58,8,3
2,34,18,11,31,13,3,58,2,62,10,18,24,2,58,62,29,14,39
5,36,24,10,11,23,4,52,7,53,23,35,23,12,24,52,50,1,7
3,27,24,8,2,20,2,57,1,52,18,43,25,24,24,29,24,14,2
4,37,27,14,12,6,5,54,6,54,12,18,24,24,29,66,41,14,9
3,40,23,19,12,20,6,56,1,70,9,20,23,20,35,35,20,6,35
3,46,23,6,3,19,3,54,1,52,23,35,23,24,12,50,23,3,1
4,49,29,6,12,1,2,54,18,55,8,28,24,24,35,24,16,8,27
3,42,26,7,12,10,2,55,1,50,1,31,24,35,23,47,64,12,47
4,42,27,8,15,11,1,58,1,74,23,47,47,24,70,70,24,8,70
2,51,23,18,4,19,5,62,1,48,2,22,26,23,12,24,12,2,2
4,46,6,7,16,6,1,60,21,54,47,21,23,14,24,12,24,4,1
3,49,26,8,23,23,19,59,12,44,47,47,23,37,22,35,70,23,23
2,52,19,7,23,27,32,62,14,54,23,18,24,13,22,28,18,13,21
2,48,21,5,9,22,2,69,9,70,25,18,22,3,20,24,18,2,23
4,48,23,4,23,27,8,42,5,68,27,18,8,14,20,12,12,6,23
3,44,21,18,11,21,19,71,1,28,23,35,24,24,24,29,12,14,23
3,50,23,6,5,27,2,59,20,78,8,18,23,11,47,35,35,12,21
3,52,29,7,9,26,9,65,22,80,25,12,24,12,23,26,12,13,2
8,46,23,19,12,23,27,60,13,35,6,12,21,12,21,47,18,14,18
2,44,23,20,23,9,2,50,23,24,25,18,24,35,23,22,18,12,18
2,56,30,7,23,23,1,62,7,18,25,18,22,10,21,23,19,14,19
2,47,28,12,23,23,8,71,1,85,26,18,22,10,22,22,18,14,19
12,44,21,9,14,23,32,96,23,33,30,18,22,8,20,22,12,14,18
4,60,23,13,14,23,15,68,23,46,47,18,23,11,21,25,19,14,18
4,55,31,4,15,27,23,56,2,26,12,12,20,11,20,21,19,15,20
1,49,23,10,13,23,14,68,16,28,23,23,21,12,19,24,16,18,26
8,44,35,11,13,23,32,76,25,47,26,12,20,10,23,22,19,16,16
2,52,47,14,15,23,11,42,19,32,23,12,23,10,20,26,16,17,24
3,48,23,13,12,31,21,70,1,29,23,19,18,12,21,21,17,13,16
5,52,28,12,14,23,13,56,2,28,25,19,21,7,20,24,20,14,21
6,49,26,10,14,24,47,117,22,117,23,18,25,10,20,18,18,18,22
6,37,35,17,16,23,5,24,23,41,47,21,23,9,19,22,21,16,20
2,56,23,19,23,23,18,76,23,35,23,19,23,6,19,20,22,19,22
12,58,35,12,16,22,23,58,47,24,23,20,19,15,22,22,16,19,14
4,54,23,32,17,23,20,73,23,35,25,23,16,11,18,22,20,20,23
4,50,29,10,15,23,29,52,22,35,23,21,23,11,22,22,23,1,23
4,68,23,7,12,23,27,76,23,52,24,22,22,12,20,23,29,20,21
14,56,29,4,19,23,41,35,25,24,25,30,25,24,23,30,28,22,29
2,68,16,14,20,26,47,64,23,35,25,23,24,18,22,47,23,18,23
8,50,10,19,21,35,27,24,23,24,25,24,27,23,22,28,47,14,47
4,40,27,28,19,18,12,58,23,24,24,20,26,17,20,24,17,15,31
3,58,23,23,23,35,23,58,12,64,27,19,25,19,23,12,19,16,4
2,54,29,25,2,23,31,40,17,46,24,29,22,35,23,24,21,23,26
2,20,23,9,15,23,14,52,13,35,23,32,24,36,20,12,35,18,1
2,54,35,7,14,5,3,70,23,35,18,24,26,29,26,12,8,23,23
7,36,16,3,12,23,2,44,12,24,11,27,22,32,39,51,29,25,26
6,47,35,12,12,23,7,54,23,32,9,29,23,35,37,55,12,24,24
4,37,24,14,11,12,1,70,1,58,12,26,24,39,33,53,33,22,28
2,44,28,8,12,12,1,50,23,48,1,34,24,36,31,56,32,24,24
2,41,31,17,13,18,14,54,1,24,11,31,26,12,31,57,32,18,20
4,40,23,4,11,17,6,54,1,64,1,12,24,33,33,58,35,12,2
4,40,20,16,6,14,4,52,4,38,11,36,25,31,32,53,70,23,17
5,40,26,10,10,18,1,54,1,38,8,35,23,35,23,12,31,16,23
2,42,23,5,10,4,10,56,5,54,12,24,24,26,29,53,12,12,23
2,40,28,5,10,6,9,56,10,38,12,31,23,35,31,58,24,18,70
3,44,24,5,23,18,10,62,1,25,23,58,24,52,24,35,18,24,23
2,44,9,5,21,6,7,58,3,38,70,20,24,24,29,58,46,12,47
4,43,23,7,1,20,2,60,18,58,9,58,24,35,35,54,24,33,23
4,44,22,8,8,27,4,60,1,37,17,18,24,35,46,94,28,12,15
4,40,15,8,19,16,3,60,6,64,31,45,23,52,35,64,8,1,8
4,46,24,11,2,13,4,56,2,40,12,35,24,24,12,24,23,14,70
3,32,24,7,2,6,5,54,15,58,35,16,25,6,70,48,26,28,3
4,36,23,7,3,19,7,60,12,46,2,35,26,40,35,64,58,12,3
3,36,25,9,14,7,3,58,6,52,23,40,27,6,37,50,47,13,70
3,42,21,7,4,1,8,58,15,42,1,24,23,18,24,56,14,8,70
4,38,23,8,14,11,6,54,21,44,23,12,28,24,58,75,27,1,14
2,38,22,8,3,19,12,50,23,53,8,24,23,12,47,52,42,13,29
4,29,12,9,23,20,2,56,6,50,11,24,12,29,35,98,32,12,70
4,33,22,7,12,8,4,56,9,58,1,24,28,35,35,74,52,35,7
4,36,21,7,3,11,3,59,2,65,23,35,25,30,24,47,28,7,6
4,36,21,6,3,20,7,56,3,64,7,41,26,7,46,52,48,2,35
4,37,24,10,3,6,4,56,6,46,8,12,24,12,18,20,35,8,47
4,35,27,9,23,8,6,56,17,57,18,32,27,31,29,35,43,14,25
2,36,23,7,3,9,3,56,7,68,9,30,25,27,29,52,12,15,70
4,40,25,12,1,2,8,62,1,42,1,33,27,28,30,55,35,15,24
4,41,26,13,12,3,12,58,4,59,23,27,23,4,47,70,62,14,14
3,44,26,5,13,17,3,69,1,54,3,24,28,24,35,76,48,15,26
2,45,27,5,11,10,5,56,16,49,13,24,24,3,24,29,52,12,23
2,37,5,5,23,21,8,59,14,44,12,12,26,12,29,29,35,14,22
3,39,22,12,13,11,4,64,4,67,10,33,24,12,24,35,24,14,9
3,44,23,6,2,5,4,58,18,38,1,47,23,24,35,64,64,47,23
3,40,22,8,12,19,4,60,13,100,23,16,24,58,24,52,43,47,23
4,36,25,6,3,2,7,58,3,48,1,78,26,32,58,22,47,35,9
2,38,23,6,9,20,10,58,1,52,11,12,24,24,24,52,29,12,16
3,37,16,9,28,19,3,56,10,47,23,12,23,12,24,28,31,15,47
4,32,22,9,3,2,7,51,2,71,23,24,26,12,29,62,44,4,5
2,38,20,9,6,2,3,53,1,44,16,24,25,24,70,64,54,12,5
4,36,22,7,5,1,7,54,9,50,13,41,25,6,18,72,52,12,31
3,36,21,8,1,10,5,54,1,48,4,62,24,26,20,54,41,23,3
4,33,15,8,6,16,1,54,1,80,23,23,23,28,24,26,40,10,47
4,35,11,9,2,21,3,54,2,54,23,33,23,13,23,50,42,12,4
3,32,24,9,4,19,1,57,1,44,23,14,1,47,16,28,20,6,23
3,40,23,7,2,21,3,56,1,50,6,24,26,26,24,56,42,13,20
2,41,23,9,1,9,7,54,17,50,12,35,26,29,12,29,41,35,14
4,32,23,8,5,18,10,54,1,50,1,24,23,24,35,35,43,9,47
2,41,23,9,4,23,3,54,1,56,23,33,27,24,28,52,6,8,8
6,44,20,8,2,9,8,54,2,52,23,35,24,27,47,35,2,24,23
4,42,8,11,17,1,3,54,9,44,8,24,23,35,35,26,47,12,18
2,43,29,7,47,4,5,54,19,64,16,29,23,24,12,29,27,14,21
2,44,39,19,27,8,9,56,11,52,1,41,24,24,18,29,35,12,47
3,48,27,10,12,2,7,56,1,43,23,27,23,26,35,64,58,12,6
4,46,22,16,8,7,3,54,1,51,1,23,24,35,24,58,48,41,58
2,47,26,6,23,22,3,57,1,51,8,24,24,24,12,12,23,14,27
4,45,28,10,3,5,3,54,1,42,39,47,24,35,5,35,24,18,24
12,53,23,9,23,4,5,50,13,28,14,24,25,18,24,24,24,2,27
3,52,23,18,2,8,11,57,1,52,12,22,12,15,24,24,18,23,2
4,51,7,15,14,19,11,54,1,35,18,21,23,23,24,24,24,1,23
3,50,23,7,1,23,9,62,12,48,23,23,23,13,22,29,12,13,23
4,53,33,23,4,17,5,64,2,66,15,46,24,13,12,28,12,13,21
6,48,29,4,14,6,1,66,6,58,23,18,23,24,12,25,18,2,22
2,53,23,19,11,19,2,61,23,58,27,24,22,26,35,12,12,35,23
14,56,23,20,23,23,20,74,23,41,27,12,24,12,24,29,23,14,23
2,46,23,21,11,23,4,58,17,58,27,18,26,11,12,23,24,12,21
2,46,20,17,9,23,27,76,1,44,25,18,24,10,23,26,18,12,21
14,54,19,26,12,23,29,40,20,35,13,18,21,12,21,24,18,14,18
2,58,35,14,2,23,39,32,23,35,23,18,24,13,20,22,12,12,18
10,50,23,23,23,23,28,32,70,41,47,18,22,10,21,26,19,14,2
12,47,35,14,47,18,35,46,23,35,26,18,22,10,22,22,18,14,19
10,35,35,24,8,23,47,18,23,12,23,18,22,8,20,22,16,14,18
12,35,24,24,23,23,23,47,23,24,23,18,23,11,21,25,19,14,18
12,24,16,37,15,23,14,24,20,35,10,18,20,11,20,21,19,15,20
20,12,23,8,13,23,23,45,20,33,25,17,21,15,19,24,16,18,26
26,24,24,16,13,22,12,70,25,35,26,17,20,10,21,22,19,23,16
24,62,23,32,12,12,18,12,19,33,23,23,23,10,12,26,16,17,24
2,24,23,15,12,12,31,12,20,33,23,19,18,12,21,21,17,13,16
18,31,23,15,14,24,23,29,22,24,25,19,21,7,20,23,20,14,21
2,20,23,15,14,24,35,41,23,33,14,18,25,10,20,18,18,18,22
12,12,24,9,16,24,23,29,26,34,28,21,23,9,19,22,21,16,20
12,20,22,16,14,47,12,47,23,24,23,19,23,6,19,20,22,19,22
4,46,18,18,16,23,24,41,21,31,25,20,19,15,22,22,16,19,14
9,28,23,16,17,23,23,43,20,34,25,23,16,11,18,22,20,20,23
2,46,47,17,15,23,39,44,22,24,23,21,23,11,22,22,20,17,23
26,16,25,18,18,27,14,40,26,35,24,22,22,23,20,31,29,23,21
10,54,35,42,19,28,35,64,25,24,25,30,25,24,22,82,47,22,23
2,46,12,25,20,18,32,70,18,58,23,23,24,18,22,25,24,18,23
3,60,23,17,21,20,6,60,20,35,25,24,27,23,22,28,24,23,32
7,48,20,35,23,23,25,33,9,50,24,23,26,12,23,24,23,15,31
4,42,3,27,16,20,26,58,16,39,27,19,25,19,23,12,23,16,20
3,44,18,8,23,23,1,54,16,40,24,47,22,70,23,24,21,23,26
4,44,33,5,23,17,2,58,1,41,21,47,24,23,20,70,58,18,47
4,44,23,16,12,8,7,54,23,44,23,23,12,29,47,47,41,24,31
6,41,18,18,3,5,4,50,1,52,12,20,22,64,39,35,2,12,2
4,40,15,8,12,10,2,52,1,47,4,41,23,64,37,64,22,35,47
4,44,22,17,35,18,4,50,4,44,6,24,24,22,23,28,4,29,23
4,39,10,10,23,15,5,48,1,35,23,20,24,32,23,35,28,12,12
4,40,23,9,13,17,3,46,1,49,2,44,26,27,18,56,4,23,55
5,37,22,12,11,24,4,50,1,40,23,26,24,24,47,62,30,11,5
2,10,5,10,13,11,6,54,8,42,12,18,12,17,20,54,20,1,8
4,18,26,9,47,11,7,56,3,39,12,35,23,44,12,52,16,1,5
4,35,22,12,23,6,3,53,1,47,17,18,24,3,29,85,39,12,39
2,28,25,10,12,5,4,50,15,48,1,47,23,32,46,50,22,24,3
4,22,21,7,4,8,5,55,1,46,9,24,24,22,12,62,55,2,9
4,13,22,7,5,7,8,43,15,43,6,44,24,44,24,41,42,12,16
4,18,24,7,2,2,7,56,7,54,2,51,24,52,18,57,20,12,15
6,19,20,8,16,10,3,48,1,48,19,47,24,24,46,62,69,18,6
4,21,12,7,6,4,2,48,2,55,23,20,12,38,37,56,50,6,10
9,20,25,8,6,6,6,54,9,51,2,20,24,37,24,69,52,14,6
5,14,20,8,3,10,6,54,7,53,23,49,25,31,47,57,29,7,14
2,7,21,7,2,3,3,52,3,49,17,45,26,10,29,88,30,1,15
3,9,17,7,3,4,4,52,2,48,23,99,47,47,60,56,19,10,10
6,10,20,7,3,5,6,53,4,54,15,56,23,27,47,58,34,23,9
6,18,20,9,16,6,7,52,2,52,1,41,23,39,50,48,18,15,10
4,16,19,8,4,1,6,43,1,50,23,21,22,58,35,68,43,6,7
6,12,19,7,5,3,6,47,1,50,3,35,24,8,28,58,28,10,23
4,10,21,11,15,22,7,54,1,53,23,70,23,42,43,72,56,14,18
5,14,19,9,2,3,3,56,1,48,2,41,25,70,26,63,52,12,11
6,28,15,8,4,14,4,54,6,50,14,24,23,28,35,55,30,27,53
6,22,14,10,10,10,2,58,8,46,2,58,23,58,24,60,40,23,8
4,34,22,10,3,13,5,48,1,46,5,31,27,47,35,64,4,12,23
4,36,25,13,9,22,2,60,1,48,2,28,25,23,14,29,24,12,23
4,29,20,16,2,9,4,52,1,50,3,39,27,58,58,54,35,12,5
4,39,26,12,7,7,9,60,1,47,2,20,26,35,24,78,51,8,5
4,38,24,12,13,6,4,54,7,44,18,24,28,70,42,64,50,18,47
3,32,27,6,3,2,6,61,6,54,23,51,24,35,84,74,4,9,14
4,29,26,10,19,14,2,52,8,46,9,35,26,8,58,72,46,2,27
4,35,22,11,31,2,2,54,13,50,23,39,23,117,55,58,18,14,58
4,30,21,8,2,18,2,52,1,43,1,14,23,24,21,98,36,6,51
8,29,26,7,38,6,3,52,7,42,31,31,24,12,39,52,27,23,9
6,16,20,8,9,5,8,58,1,48,9,35,47,28,64,62,16,12,6
6,16,22,8,10,17,5,56,1,54,29,29,24,18,24,76,58,7,22
4,22,16,9,10,8,4,49,3,34,7,41,24,42,64,62,42,12,8
6,22,23,7,28,1,5,50,1,40,18,39,26,54,56,62,42,12,14
3,21,19,8,16,4,4,45,1,45,12,18,25,58,46,48,28,12,10
2,22,22,8,2,7,3,51,1,45,23,41,25,58,66,56,54,35,5
2,8,19,7,2,8,4,48,1,42,2,24,23,58,62,52,54,13,5
4,8,12,9,4,8,4,48,1,46,47,17,23,5,41,52,35,10,9
3,16,21,7,2,7,5,47,1,50,3,44,25,12,68,55,38,24,10
4,14,19,6,4,7,8,49,1,42,35,44,23,35,51,53,45,6,8
4,10,20,9,6,22,3,48,1,49,1,41,26,52,56,61,46,12,14
2,17,22,9,6,2,2,50,1,46,4,29,26,58,32,50,31,32,7
