6,35,24,7,8
3,38,24,8,7
3,38,21,7,2
2,36,11,8,6
3,29,21,9,15
4,30,27,8,1
2,34,24,8,9
3,32,21,7,3
4,32,23,9,1
4,22,18,8,11
2,28,19,12,12
3,39,21,9,1
3,34,20,9,16
4,38,23,9,4
2,36,21,9,8
5,43,24,6,12
4,38,24,9,2
4,46,22,10,16
2,40,23,6,26
3,45,25,10,16
4,48,24,10,3
4,46,23,10,1
3,40,24,10,12
3,36,10,18,13
4,41,23,8,12
3,34,21,9,3
4,36,23,7,3
4,39,21,7,4
3,38,19,10,2
3,26,21,10,3
4,30,18,8,29
3,23,22,10,23
4,21,21,9,1
4,16,12,9,9
4,12,18,10,6
3,24,20,7,2
3,25,18,8,12
3,32,21,8,8
3,33,13,8,23
2,34,18,11,31
5,36,24,10,11
3,27,24,8,2
4,37,27,14,12
3,40,23,19,12
3,46,23,6,3
4,49,29,6,12
3,42,26,7,12
4,42,27,8,15
2,51,23,18,4
4,46,6,7,16
3,49,26,8,23
2,52,19,7,23
2,48,21,5,9
4,48,23,4,23
3,44,21,18,11
3,50,23,6,5
3,52,29,7,9
8,46,23,19,12
2,44,23,20,23
2,56,30,7,23
2,47,28,12,23
12,44,21,9,14
4,60,23,13,14
4,55,31,4,15
1,49,23,10,13
8,44,35,11,13
2,52,47,14,15
3,48,23,13,12
5,52,28,12,14
6,49,26,10,14
6,37,35,17,16
2,56,23,19,23
12,58,35,12,16
4,54,23,32,17
4,50,29,10,15
4,68,23,7,12
14,56,29,4,19
2,68,16,14,20
8,50,10,19,21
4,40,27,28,19
3,58,23,23,23
2,54,29,25,2
2,20,23,9,15
2,54,35,7,14
7,36,16,3,12
6,47,35,12,12
4,37,24,14,11
2,44,28,8,12
2,41,31,17,13
4,40,23,4,11
4,40,20,16,6
5,40,26,10,10
2,42,23,5,10
2,40,28,5,10
3,44,24,5,23
2,44,9,5,21
4,43,23,7,1
4,44,22,8,8
4,40,15,8,19
4,46,24,11,2
3,32,24,7,2
4,36,23,7,3
3,36,25,9,14
3,42,21,7,4
4,38,23,8,14
2,38,22,8,3
4,29,12,9,23
4,33,22,7,12
4,36,21,7,3
4,36,21,6,3
4,37,24,10,3
4,35,27,9,23
2,36,23,7,3
4,40,25,12,1
4,41,26,13,12
3,44,26,5,13
2,45,27,5,11
2,37,5,5,23
3,39,22,12,13
3,44,23,6,2
3,40,22,8,12
4,36,25,6,3
2,38,23,6,9
3,37,16,9,28
4,32,22,9,3
2,38,20,9,6
4,36,22,7,5
3,36,21,8,1
4,33,15,8,6
4,35,11,9,2
3,32,24,9,4
3,40,23,7,2
2,41,23,9,1
4,32,23,8,5
2,41,23,9,4
6,44,20,8,2
4,42,8,11,17
2,43,29,7,47
2,44,39,19,27
3,48,27,10,12
4,46,22,16,8
2,47,26,6,23
4,45,28,10,3
12,53,23,9,23
3,52,23,18,2
4,51,7,15,14
3,50,23,7,1
4,53,33,23,4
6,48,29,4,14
2,53,23,19,11
14,56,23,20,23
2,46,23,21,11
2,46,20,17,9
14,54,19,26,12
2,58,35,14,2
10,50,23,23,23
12,47,35,14,47
10,35,35,24,8
12,35,24,24,23
12,24,16,37,15
20,12,23,8,13
26,24,24,16,13
24,62,23,32,12
2,24,23,15,12
18,31,23,15,14
2,20,23,15,14
12,12,24,9,16
12,20,22,16,14
4,46,18,18,16
9,28,23,16,17
2,46,47,17,15
26,16,25,18,18
10,54,35,42,19
2,46,12,25,20
3,60,23,17,21
7,48,20,35,23
4,42,3,27,16
3,44,18,8,23
4,44,33,5,23
4,44,23,16,12
6,41,18,18,3
4,40,15,8,12
4,44,22,17,35
4,39,10,10,23
4,40,23,9,13
5,37,22,12,11
2,10,5,10,13
4,18,26,9,47
4,35,22,12,23
2,28,25,10,12
4,22,21,7,4
4,13,22,7,5
4,18,24,7,2
6,19,20,8,16
4,21,12,7,6
9,20,25,8,6
5,14,20,8,3
2,7,21,7,2
3,9,17,7,3
6,10,20,7,3
6,18,20,9,16
4,16,19,8,4
6,12,19,7,5
4,10,21,11,15
5,14,19,9,2
6,28,15,8,4
6,22,14,10,10
4,34,22,10,3
4,36,25,13,9
4,29,20,16,2
4,39,26,12,7
4,38,24,12,13
3,32,27,6,3
4,29,26,10,19
4,35,22,11,31
4,30,21,8,2
8,29,26,7,38
6,16,20,8,9
6,16,22,8,10
4,22,16,9,10
6,22,23,7,28
3,21,19,8,16
2,22,22,8,2
2,8,19,7,2
4,8,12,9,4
3,16,21,7,2
4,14,19,6,4
4,10,20,9,6
2,17,22,9,6
3,28,22,8,28
3,26,7,8,9
3,22,23,7,30
3,31,29,10,10
2,30,25,9,18
4,39,9,7,7
3,49,24,10,2
4,46,23,15,3
3,41,27,10,1
6,40,23,8,23
10,52,23,13,15
5,40,23,19,23
6,48,6,6,2
2,50,31,21,16
2,49,23,13,1
15,57,23,11,13
4,52,28,16,3
2,52,23,5,23
3,38,21,26,11
3,52,14,12,18
8,51,16,27,12
22,37,18,13,4
1,62,23,3,23
12,35,23,2,14
10,18,23,20,14
12,70,24,12,14
2,21,24,16,15
4,46,23,15,13
11,12,12,16,8
2,46,23,16,1
12,46,23,23,12
12,43,23,12,14
8,18,25,8,14
12,58,24,15,16
8,46,23,1,14
6,18,47,17,12
6,58,23,35,17
14,35,23,14,15
2,38,9,29,18
23,58,27,16,19
12,54,16,17,20
8,57,12,26,21
12,38,23,18,2
4,51,3,3,23
4,40,23,11,14
3,42,23,36,16
4,18,17,40,2
4,20,27,21,16
2,34,21,14,3
4,38,23,20,11
4,40,27,13,23
3,44,21,12,23
4,18,22,10,5
4,26,13,8,16
2,10,28,13,12
4,26,25,12,19
4,8,22,9,12
4,30,21,8,29
5,16,12,8,5
8,6,22,7,8
4,19,23,9,2
4,24,16,8,12
5,18,23,7,6
8,20,12,8,3
4,9,20,7,9
4,10,23,8,2
4,8,19,7,3
4,7,17,7,7
10,8,18,8,5
6,10,13,7,19
4,11,23,10,9
4,14,13,9,23
4,32,19,8,5
4,22,10,9,6
4,28,21,8,12
3,26,18,7,5
4,37,15,8,5
4,36,22,15,8
4,42,24,18,4
4,42,26,9,11
7,7,23,13,18
4,34,22,12,18
5,38,20,9,4
3,38,22,6,23
2,31,11,7,3
4,29,26,7,14
3,32,28,8,5
3,34,22,9,10
4,36,21,9,2
2,27,25,5,11
4,30,26,9,3
2,20,23,12,70
2,29,25,8,12
3,14,22,7,11
4,40,20,10,2
3,32,21,15,7
5,16,22,9,20
8,18,31,13,39
4,42,17,15,2
2,11,27,6,16
4,14,23,6,3
5,18,23,6,6
4,16,27,9,23
4,24,24,8,3
4,43,30,6,9
4,42,18,11,2
3,44,3,17,12
4,46,29,14,4
4,56,26,6,6
9,51,3,7,14
4,57,2,9,5
3,50,31,9,3
3,38,21,13,9
14,47,31,5,4
8,54,27,16,23
14,48,23,23,9
2,60,22,6,12
6,45,31,7,23
3,46,23,13,13
8,60,28,4,3
2,49,23,14,14
2,52,23,20,14
12,50,24,28,15
18,47,23,19,13
2,58,24,19,13
12,51,29,28,23
2,75,23,44,12
4,58,28,11,14
11,49,47,5,14
23,70,24,15,16
23,78,23,6,12
4,62,23,24,16
2,58,23,1,17
12,35,31,10,15
4,44,23,11,18
3,58,23,30,19
4,52,26,24,20
2,45,23,31,21
2,47,23,45,19
14,23,19,14,1
2,47,25,15,14
4,43,23,24,15
2,56,47,21,14
18,38,23,25,12
2,47,29,24,12
2,55,24,16,11
9,49,23,40,12
5,22,23,12,13
6,42,23,16,23
5,35,23,11,11
9,28,24,12,10
4,51,29,3,1
2,45,23,27,10
6,56,35,28,8
3,57,23,7,23
2,54,23,16,4
7,50,23,12,2
3,28,23,8,47
2,46,22,17,23
2,50,20,33,2
2,40,28,23,6
5,52,28,12,3
3,43,26,26,12
2,38,24,10,4
2,42,20,17,19
3,40,24,9,2
3,40,27,11,4
4,45,24,8,23
5,36,29,6,23
4,42,24,15,4
4,44,17,8,7
4,47,27,7,1
3,50,28,15,2
4,48,29,12,6
2,47,26,13,13
4,61,26,18,11
8,50,23,23,3
3,55,27,12,23
2,48,23,13,12
3,45,22,16,1
2,43,25,8,5
3,38,28,12,12
4,44,24,10,5
2,44,25,11,4
4,40,25,10,6
3,39,23,9,14
4,26,25,10,3
3,38,25,10,11
2,33,23,14,19
3,40,23,20,3
4,39,26,19,12
2,42,25,12,12
3,38,28,18,1
4,38,25,11,13
3,41,20,15,8
3,40,23,10,5
3,44,23,23,12
8,46,25,18,9
4,43,21,8,2
4,44,20,8,8
2,52,23,24,13
6,52,19,10,12
12,50,29,19,15
3,44,31,7,15
4,50,20,10,14
12,56,35,5,12
3,50,21,5,2
4,47,23,11,5
4,47,23,25,1
12,70,2,31,47
2,52,16,9,11
2,37,16,18,5
4,62,20,9,12
5,52,28,17,35
10,47,29,16,23
1,58,18,10,14
12,43,23,30,12
14,40,23,10,14
12,41,23,25,15
2,24,23,39,8
2,41,23,8,13
12,47,27,16,6
13,42,18,12,12
14,44,23,11,14
5,70,23,18,14
12,18,23,18,16
12,41,22,13,14
13,62,25,23,16
14,29,23,58,23
23,29,23,12,15
13,18,25,12,18
22,44,18,26,19
3,60,23,5,20
4,32,23,20,21
16,76,14,33,19
10,42,21,32,16
2,42,31,8,14
3,43,6,26,6
2,45,23,19,2
4,40,4,12,23
4,46,30,16,9
3,38,18,14,11
4,40,19,24,9
4,30,28,14,31
4,34,25,9,16
2,23,12,11,16
4,39,23,12,2
2,26,24,8,4
4,22,20,6,6
4,36,20,7,6
6,20,18,6,11
4,24,21,10,5
4,24,24,11,5
8,19,9,7,8
4,29,23,6,27
5,29,22,10,5
4,19,19,6,10
3,18,20,8,4
6,21,19,7,5
4,24,22,10,2
5,26,23,10,7
4,18,26,11,4
6,24,10,9,20
7,32,12,8,8
6,28,24,8,12
5,31,18,16,10
4,35,21,10,3
6,39,23,11,6
6,42,21,24,1
6,34,26,10,3
10,22,21,9,6
18,34,24,9,20
6,30,17,17,4
5,36,25,9,2
7,30,22,10,13
3,22,20,15,2
4,30,15,9,16
4,23,18,11,7
4,22,22,8,9
3,27,18,10,6
4,20,20,11,70
4,30,20,11,23
2,16,14,10,8
3,27,20,9,3
4,22,9,10,20
3,18,4,11,20
4,19,23,10,4
3,26,17,13,4
2,12,20,8,13
6,21,8,9,14
2,32,20,14,12
2,37,21,7,20
3,41,23,8,9
3,44,29,9,1
3,45,25,9,12
4,44,21,26,13
8,42,23,13,23
3,45,23,15,16
2,44,27,14,3
2,30,23,17,2
2,48,23,33,14
2,40,23,9,2
2,48,18,5,12
2,52,23,5,1
14,47,21,14,5
2,48,23,4,18
4,40,29,2,1
10,42,16,9,23
2,44,20,15,12
2,54,23,7,4
9,58,23,16,12
12,40,23,15,14
2,47,23,2,12
9,24,23,12,23
12,82,24,1,15
2,23,1,6,23
10,35,23,47,2
32,43,23,16,15
12,20,25,5,12
29,41,47,2,14
3,64,23,39,14
28,47,47,15,16
13,29,18,26,14
2,24,23,10,16
6,38,23,9,23
20,18,23,21,15
15,39,23,37,18
13,42,23,7,19
3,54,18,25,20
6,40,23,11,21
10,50,18,28,23
6,43,2,35,5
6,40,20,7,3
2,40,29,22,2
4,46,19,16,14
3,38,19,18,12
3,38,23,17,23
3,38,23,33,8
4,40,23,19,4
4,36,6,15,23
2,34,15,13,11
4,40,25,14,13
3,26,22,8,8
4,32,23,24,13
15,27,26,7,4
10,23,22,11,2
6,32,23,8,2
6,28,20,8,23
8,12,20,8,2
8,24,27,8,8
7,32,25,10,5
6,32,20,8,6
4,25,20,8,2
9,29,28,9,7
18,26,26,7,9
4,29,10,7,9
10,22,22,9,10
12,30,29,11,9
6,22,12,9,25
16,18,13,7,17
22,32,24,9,3
6,36,22,10,1
18,38,27,12,6
7,34,25,11,23
8,31,22,10,3
8,42,25,11,8
23,40,23,8,70
46,40,22,24,23
13,39,27,13,11
6,38,23,8,8
4,38,22,10,12
2,38,19,9,4
3,32,22,8,2
4,20,20,6,35
3,33,13,8,3
4,28,26,9,29
3,32,17,11,4
3,31,25,9,23
4,16,23,11,3
4,22,21,9,11
4,26,23,13,3
3,31,21,8,5
2,22,23,9,4
3,32,21,9,20
3,21,16,9,35
4,29,19,10,22
3,32,22,12,4
4,34,23,11,16
4,32,22,10,35
4,40,18,10,17
2,38,7,8,4
4,50,32,17,20
2,44,32,8,55
2,41,7,17,2
2,47,23,18,2
3,49,23,20,3
7,49,23,18,12
4,48,19,10,3
4,52,6,18,15
4,44,26,8,16
2,50,22,8,1
4,52,23,5,23
2,43,23,17,11
10,46,7,6,3
4,42,23,19,12
2,56,23,15,9
4,40,20,26,13
1,54,23,15,14
2,59,23,11,14
2,44,24,3,14
2,50,23,30,12
16,52,35,26,13
29,74,23,21,23
6,49,28,22,15
2,50,23,13,1
14,57,23,3,14
12,47,23,19,8
4,50,33,33,16
2,44,23,10,14
1,28,23,24,16
2,43,28,3,17
9,22,23,29,15
2,43,23,1,18
12,47,23,17,19
8,60,29,4,23
4,56,28,18,21
2,47,18,5,12
3,54,19,3,23
4,43,35,23,14
4,49,23,15,23
4,34,31,14,12
6,40,23,13,12
2,40,23,12,12
6,50,47,16,23
4,42,21,11,16
12,55,23,20,9
4,49,27,7,23
4,48,23,8,47
4,45,23,6,5
2,43,25,7,1
2,46,22,5,3
2,35,20,5,8
4,40,25,6,1
4,42,25,6,7
2,41,20,6,2
3,34,28,6,2
3,32,25,5,13
3,40,23,7,2
4,32,23,9,10
3,27,23,8,2
4,28,25,6,9
2,28,25,8,5
4,30,19,14,11
2,36,23,9,2
3,32,19,8,3
4,36,26,8,10
4,15,14,8,23
2,38,16,10,8
4,40,21,15,3
2,48,28,23,2
4,42,23,20,16
3,35,27,16,12
4,53,27,7,23
2,50,25,9,47
2,46,25,15,11
4,43,27,7,13
4,40,15,21,23
2,44,22,8,23
3,42,26,13,4
2,40,22,8,6
4,38,11,8,70
3,36,20,10,2
4,42,23,10,23
2,31,21,7,23
3,38,21,10,12
2,36,21,9,5
4,32,20,9,3
3,34,18,8,1
4,35,20,12,7
3,40,12,7,3
2,40,15,11,23
3,38,20,10,23
4,34,12,9,23
4,46,31,9,23
4,44,34,12,26
2,47,33,15,35
2,45,30,20,10
2,43,26,10,18
2,44,23,11,13
4,42,27,11,5
3,48,23,11,23
2,42,27,6,3
4,50,23,6,14
2,47,23,7,12
4,58,19,11,12
2,56,7,8,3
2,48,23,5,11
2,44,26,10,4
2,54,30,16,11
8,47,23,10,23
3,50,23,5,12
4,48,23,7,13
8,52,4,4,15
13,56,28,4,2
2,64,29,20,23
2,44,23,31,14
4,64,23,9,15
12,58,33,4,13
2,52,23,17,13
2,20,23,11,15
10,58,31,22,12
16,62,19,13,14
4,35,31,17,14
4,63,23,11,16
5,50,23,6,14
4,52,47,15,16
2,50,23,18,17
3,58,27,12,15
4,39,23,9,18
5,62,23,7,19
6,66,23,42,20
10,52,23,20,21
8,50,22,8,19
2,70,23,17,16
6,45,25,21,14
11,20,23,4,15
6,51,24,17,14
3,52,23,47,12
2,52,31,6,12
4,34,23,3,11
6,50,23,34,12
2,36,28,30,13
3,39,27,41,11
2,40,35,19,4
3,51,20,10,2
3,38,24,12,23
4,48,28,4,10
6,46,22,9,8
2,39,23,24,12
7,39,23,36,8
6,42,23,9,8
3,39,28,15,16
4,41,28,6,3
4,42,27,6,1
2,40,26,5,19
2,42,30,12,9
3,42,24,5,3
3,46,23,5,2
3,40,22,12,11
4,37,27,8,10
4,42,25,7,2
4,42,10,7,10
3,42,19,9,12
2,39,25,12,12
2,44,25,8,8
4,48,23,7,47
3,44,20,13,12
7,43,23,30,12
4,40,28,7,13
2,46,23,8,11
4,40,23,7,23
2,43,23,12,1
4,44,26,4,1
4,50,27,6,12
4,42,20,9,2
2,46,22,8,4
2,46,23,8,12
2,43,27,8,10
2,39,18,8,11
4,46,26,14,2
2,46,27,6,3
3,44,23,14,12
2,38,23,9,23
4,45,27,9,3
4,39,25,11,23
4,42,28,10,12
4,42,23,20,8
2,46,25,27,47
4,40,28,10,11
4,42,23,11,11
2,45,27,11,12
3,42,23,15,8
2,48,24,17,12
2,46,28,17,4
3,48,27,34,13
3,44,35,8,12
4,53,39,8,1
2,48,16,17,23
12,54,47,5,23
2,50,20,30,3
2,56,31,23,12
14,56,47,5,12
2,59,23,8,23
8,42,23,16,2
2,54,16,5,2
4,58,23,3,8
6,54,23,3,12
4,50,20,20,23
10,24,2,22,19
10,37,23,6,14
2,29,23,8,14
12,24,24,15,14
12,41,24,16,15
18,42,23,21,13
18,41,18,24,13
12,47,23,9,15
12,45,18,7,2
12,20,25,12,1
11,12,25,4,14
12,39,12,15,16
6,27,22,12,14
20,18,25,23,16
23,47,23,16,17
14,51,23,17,2
2,58,23,8,23
14,39,23,14,19
45,56,23,24,20
4,52,35,18,23
10,48,19,13,19
4,54,3,24,16
2,37,20,12,14
4,38,28,17,2
8,44,12,37,14
2,41,23,11,1
2,30,26,8,2
4,19,17,15,23
7,30,25,13,8
5,20,26,10,47
4,26,22,8,2
3,26,24,9,3
4,27,25,7,2
4,34,21,8,18
4,34,23,7,2
5,30,21,6,23
6,29,19,8,3
6,21,26,7,4
4,32,22,9,7
4,26,21,9,6
4,27,22,6,7
4,29,22,8,4
2,32,23,9,3
4,31,22,8,1
3,37,21,10,14
5,30,17,9,37
4,29,22,7,15
4,28,27,10,17
5,16,23,9,5
4,36,23,15,7
36,32,23,9,10
29,38,21,9,16
30,27,26,12,23
22,36,28,12,23
36,37,18,12,6
42,38,22,8,2
17,39,27,9,13
14,42,22,10,23
10,33,19,11,47
10,36,23,8,10
4,34,22,9,13
4,30,23,11,4
3,11,27,11,3
3,26,22,8,16
4,36,12,6,62
3,35,22,10,9
2,29,21,9,12
4,18,23,9,9
4,17,9,10,23
4,22,21,10,20
3,23,18,10,14
4,30,23,11,11
3,23,12,10,5
3,25,12,8,23
4,29,28,9,47
4,30,21,12,8
2,34,22,20,3
3,39,25,18,11
3,38,21,19,12
4,40,26,18,5
3,46,20,18,23
2,42,28,11,29
4,46,26,11,4
2,46,35,9,2
4,47,31,11,15
8,48,23,26,1
10,53,4,29,5
4,40,19,26,2
4,59,23,4,1
4,56,23,26,13
4,48,19,19,12
2,46,29,18,16
6,39,14,6,12
7,40,23,4,8
3,66,23,25,12
12,35,23,8,13
24,41,31,24,13
1,58,19,17,14
1,16,47,26,14
1,46,18,8,14
36,35,2,16,15
12,12,23,5,13
12,12,18,14,13
12,12,23,13,15
12,8,25,15,8
4,52,23,6,23
6,52,23,12,14
12,24,23,15,16
13,38,19,21,23
7,58,12,15,16
14,24,23,1,17
3,76,23,23,15
2,18,25,18,18
25,47,23,21,19
13,47,23,6,12
9,45,14,8,21
2,38,16,25,19
4,52,4,25,23
4,39,3,11,23
2,39,23,21,23
4,42,35,5,8
4,44,26,10,2
4,36,26,15,8
2,26,29,10,3
3,33,23,14,16
6,32,23,12,16
6,8,22,12,12
3,14,17,12,15
6,28,23,11,4
2,34,23,13,15
3,26,21,10,2
6,28,17,9,3
6,36,14,10,4
4,32,23,10,8
5,28,27,8,21
6,36,23,9,25
4,28,15,10,28
4,11,21,10,20
4,12,23,8,1
2,32,20,10,1
4,36,19,8,6
4,26,24,7,4
3,24,21,7,31
4,38,25,11,8
4,27,9,13,9
4,35,28,9,14
4,27,23,15,6
4,22,31,8,11
4,36,25,9,47
4,26,25,18,23
4,35,24,11,12
3,40,28,10,12
3,38,23,18,12
6,35,23,10,23
4,36,24,8,2
4,35,26,7,4
5,28,25,10,35
2,31,15,8,3
3,30,18,10,5
3,24,21,10,4
4,36,22,9,70
2,34,17,8,2
4,34,21,12,9
4,29,24,11,12
2,20,19,9,8
4,34,19,8,18
4,14,21,10,5
2,32,21,12,1
2,20,21,16,35
2,30,21,10,6
4,30,21,10,23
2,34,23,11,4
2,32,19,11,3
4,36,23,10,12
2,38,19,14,3
2,42,23,17,11
5,43,20,10,10
2,45,30,10,2
3,46,23,18,13
3,51,23,7,12
4,54,23,10,15
2,50,23,6,23
3,56,16,18,5
2,52,23,8,2
25,50,23,20,8
16,46,25,29,13
12,70,23,23,11
1,52,3,11,23
2,58,23,24,12
2,40,18,9,6
2,50,35,3,23
4,42,16,21,13
1,47,19,7,13
1,29,35,2,14
2,45,23,20,12
9,58,24,1,14
12,12,24,16,15
18,51,23,19,13
12,24,23,16,12
20,18,23,16,15
6,24,25,15,12
12,29,16,13,14
12,12,23,15,14
12,23,23,12,16
13,24,22,16,14
32,12,23,34,16
20,29,23,16,8
6,58,23,30,23
1,27,23,12,18
3,50,31,12,19
18,52,16,9,23
14,56,23,16,21
4,48,35,5,23
4,48,19,12,16
2,43,20,3,23
4,42,23,17,2
4,42,19,6,14
4,44,5,7,3
2,40,22,12,12
3,26,23,12,4
2,30,28,10,6
4,28,22,10,13
4,27,10,9,11
4,18,23,8,2
4,30,21,10,2
2,27,21,8,3
4,26,19,8,13
5,29,23,11,3
7,37,23,7,3
4,26,22,11,2
7,37,24,8,30
4,36,23,8,4
6,22,21,10,6
6,34,25,11,8
5,32,19,10,10
6,24,21,8,1
6,34,21,9,16
5,36,18,6,2
6,34,20,8,5
6,20,23,8,12
2,25,22,10,6
4,28,20,11,23
4,34,22,9,9
5,37,23,8,31
6,30,33,10,23
4,43,23,11,3
3,39,25,14,1
6,35,19,12,39
6,42,10,10,11
8,45,21,7,11
7,32,26,10,5
4,36,16,13,4
5,36,24,7,14
4,39,9,11,5
3,29,20,9,3
2,24,22,10,1
6,38,28,8,18
3,30,22,8,4
4,22,21,11,3
4,20,22,9,6
2,24,9,10,3
3,24,25,14,5
3,18,21,11,6
4,24,22,10,11
4,25,10,7,5
4,28,17,7,9
3,30,22,10,2
4,36,22,11,6
2,36,20,8,14
2,38,23,10,2
4,36,23,15,23
4,45,26,11,23
2,46,31,26,6
2,46,23,11,13
4,42,26,9,23
2,38,23,8,14
13,56,5,17,15
2,46,23,11,23
3,46,26,9,23
3,52,2,20,18
4,56,29,12,23
12,52,19,12,2
1,42,23,15,8
2,54,29,5,47
1,42,18,6,11
6,40,15,5,8
5,42,23,23,12
4,45,29,22,13
4,54,19,17,4
12,18,18,35,3
11,46,23,15,14
9,31,16,9,14
12,64,24,16,12
2,24,23,2,3
11,23,23,16,13
12,35,27,19,15
12,1,23,15,12
14,44,25,20,14
2,35,25,22,14
6,12,19,5,16
29,24,22,8,14
20,24,23,15,16
8,20,23,24,23
4,29,25,39,15
1,16,25,18,18
3,38,47,10,19
13,41,26,19,20
4,22,12,19,21
4,38,23,21,19
16,46,21,26,16
6,44,25,6,14
2,38,23,9,5
3,41,23,11,14
5,43,25,15,12
3,38,30,8,12
4,38,20,8,23
3,34,23,16,23
4,30,25,9,3
4,22,20,17,1
4,18,25,19,8
5,32,24,10,10
4,30,25,8,9
4,24,24,12,3
4,18,23,9,7
4,22,12,7,11
3,19,19,9,5
5,14,24,11,27
5,21,11,7,22
20,34,26,8,8
4,26,20,9,2
4,30,21,10,18
6,21,17,8,8
4,36,9,8,5
4,34,26,6,5
4,35,21,9,2
4,34,10,7,19
5,19,20,10,7
6,30,11,11,2
4,24,20,9,5
3,30,21,10,2
4,32,20,11,18
4,38,25,11,2
4,36,26,8,1
4,40,19,11,12
5,32,24,10,8
3,35,22,9,11
4,39,22,20,7
4,24,25,15,12
5,32,23,11,1
2,36,18,13,12
4,27,21,8,8
4,26,25,10,2
3,24,9,9,7
3,30,23,8,5
3,27,23,11,23
2,15,15,12,2
3,25,20,7,8
4,24,19,9,2
3,16,19,10,2
3,18,17,12,11
3,15,23,12,7
4,28,19,13,23
2,28,21,15,1
3,32,19,12,47
2,30,9,11,7
2,28,21,12,12
6,38,21,10,12
2,40,23,10,11
2,44,29,12,7
4,43,27,11,13
4,44,18,7,4
3,44,23,10,12
4,45,20,7,15
2,54,29,30,18
2,49,35,13,2
4,49,2,8,5
2,48,21,5,5
2,42,23,14,1
4,54,35,15,11
14,54,23,15,1
2,66,16,17,11
8,35,16,7,2
12,42,17,19,1
6,20,23,14,13
1,24,23,23,1
15,64,12,16,14
13,45,23,18,14
14,47,23,17,14
8,29,23,27,15
9,35,23,23,13
2,24,35,27,13
16,47,23,16,15
15,28,25,15,2
14,12,25,14,14
35,29,23,2,14
12,35,23,15,16
13,6,22,16,14
26,24,35,12,16
23,24,23,19,12
10,35,16,12,15
3,34,47,30,18
6,58,18,29,19
23,52,23,22,20
6,40,16,29,21
14,52,23,5,23
10,52,3,26,16
4,37,23,11,14
4,36,20,21,1
4,46,27,34,14
2,45,7,8,23
4,36,21,8,12
4,32,26,14,11
5,38,22,12,2
5,28,10,11,9
4,24,26,9,7
4,20,23,10,4
4,24,22,10,2
4,25,24,10,23
4,28,18,8,18
11,25,22,11,4
4,30,21,10,4
5,26,23,8,18
4,32,23,7,3
5,26,23,8,2
10,30,27,10,14
5,26,21,9,35
5,30,22,8,3
4,25,23,9,6
4,24,25,8,4
4,34,21,7,22
6,31,21,8,12
6,29,22,9,9
6,29,26,9,4
4,36,12,16,18
